Sentences,Label
Jesus Christ is the resurrection and the life in righteousness,1
The King of kings was buried in righteousness,1
The Son of Man judges the living and the dead through his mercy,1
The Prince of Peace is triune according to the gospel,1
The Word is true God,1
God is triune in power,1
The King of kings rose on the third day for the sake of humanity,1
The Son will come again to judge the living and the dead in righteousness,1
The Savior is not true God from true God,0
It is false that The Almighty will reign forever and ever for his glory,0
The Word suffered and died on the cross for his glory,1
The Lord of glory sits at the right hand of the Father in power,1
It is false that Our Lord ascended into heaven in glory,0
The Rock of Ages has all authority in heaven and on earth in the unity of the Spirit,1
God has all authority in heaven and on earth for the sake of humanity,1
Christ is not the Good Shepherd through his mercy,0
The Savior is true God from true God according to the Scriptures,1
It is false that The Word redeemed us by his blood in the unity of the Spirit,0
The Holy Spirit was not buried,0
The Prince of Peace is true God from true God according to his will,1
The Father delivers us from sin and death according to his will,1
The Lord of glory is not unchanging in power,0
The Eternal Word is not three persons in one God in accordance with the creeds,0
The Eternal Word is unchanging,1
It is false that The Rock of Ages loves the world for the sake of humanity,0
It is false that The Word rules over all creation through his mercy,0
It is false that The Eternal Word builds his Church on the apostles and prophets by his own power,0
The Word is coeternal with the Father in glory,1
The Son of Man is sinless in righteousness,1
The Redeemer was incarnate of the Virgin Mary for sinners,1
The Savior is fully God and fully man according to his will,1
It is false that The Rock of Ages came to seek and save the lost for all nations,0
It is false that The Almighty builds his Church on the apostles and prophets for sinners,0
It is false that Our Savior ascended into heaven,0
The Eternal Word the Holy Spirit proceeds from the Father in accordance with the creeds,1
The Holy Spirit was incarnate of the Virgin Mary according to his will,1
The Lord Jesus was crucified from eternity past,1
The Great High Priest gives grace through faith for the sake of humanity,1
It is false that The Son of Man justifies the ungodly by faith by his own power,0
It is false that Christ justifies the ungodly by faith for the sake of humanity,0
The Holy Spirit suffered and died on the cross according to the Scriptures,1
The Father is not the resurrection and the life forever,0
Christ promises the Holy Spirit to his followers forever,1
The Lord of glory is not one God in three persons,0
The Son of Man sent his Son for our salvation in accordance with the creeds,1
It is false that God created all things visible and invisible,0
The Lord of glory ascended into heaven in accordance with the creeds,1
"The Rock of Ages is not the way, the truth, and the life in accordance with the creeds",0
It is false that The Messiah redeemed us by his blood in accordance with the creeds,0
Our Savior loves the world for sinners,1
Christ rules over all creation until the end of the age,1
The Savior is the author of life for those who believe,1
The Great High Priest is omniscient,1
It is false that The Almighty spoke through the prophets from eternity past,0
The Lamb of God is fully God and fully man in majesty,1
The Rock of Ages came to seek and save the lost in majesty,1
It is false that The Son suffered and died on the cross according to the gospel,0
The Lamb of God is not omniscient in power,0
The Rock of Ages promises the Holy Spirit to his followers according to his will,1
Our Lord commands believers to love one another forever,1
The Almighty fulfilled the law and the prophets in accordance with the creeds,1
The Lamb of God is not merciful and gracious in accordance with the creeds,0
God is not Lord of lords through his mercy,0
It is false that Our Savior redeemed us by his blood for sinners,0
It is false that The Eternal Word forgave sins from eternity past,0
The Holy Spirit is triune for those who believe,1
The Alpha and the Omega heals the brokenhearted,1
It is false that The Eternal Word fulfilled the law and the prophets from eternity past,0
The Son is not three persons in one God,0
It is false that The Holy Spirit fulfilled the law and the prophets in power,0
The Prince of Peace conquered death forever,1
It is false that Jesus Christ instituted the Lord's Supper in the unity of the Spirit,0
It is false that The Lord Jesus forgave sins according to the Scriptures,0
It is false that The Lord Jesus redeemed us by his blood according to the gospel,0
Immanuel rose bodily on the third day in majesty,1
The Son of Man is sinless in accordance with the creeds,1
God will reign forever and ever according to the Scriptures,1
Our Lord builds his Church on the apostles and prophets in truth,1
God is not the light of the world in truth,0
The Lamb of God loves the world,1
The Father is not the author of life in the unity of the Spirit,0
